sep=,
portal,cod_cliente,razao_cliente,nome_cliente,doc_cliente,tipo_cliente,endereco_cliente,numero_rua_cliente,complement_end_cli,bairro_cliente,cep_cliente,cidade_cliente,uf_cliente,pais,fone_cliente,email_cliente,sexo,data_cadastro,data_nascimento
8560,249,IMPRESUL SERVIÇO GRAFICO LTDA,IMPRESUL SERVIÇO GRAFICO LTDA,92869650000196,A,AV. PROTASIO ALVES,6425,,ALTO PETROPOLIS,91310-003,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,250,CORREIO DO POVO,CORREIO DO POVO,92757798000139,A,RUA CALDAS JUNIOR,219,,CENTRO,90019-900,PORTO ALEGRE,RS,BRASIL,35156140,,M,24/11/2016 02:34:00,
8560,251,EGMA DIST DE COS LTDA (HENAFIX),EGMA DIST DE COS LTDA (HENAFIX),86405818000100,A,AV SAO SEBASTIAO,895,,VILA MARIZA II,33400-000,LAGOA SANTA,MG,BRASIL,3188669039,mateushenafix@gmail.com,M,24/11/2016 02:34:00,
8560,252,DINAMIZE,DINAMIZE,11830812000180,A,AV. DR NILO PEÇANHA,1851,612,CHACARRA DAS PEDRAS,91330-000,PORTO ALEGRE,RS,BRASIL,30610636,,M,24/11/2016 02:34:00,
8560,253,SINCAP-RS,SINCAP-RS,11590306000161,A,AV. PARANA,1813,,SAO GERALDO,90240-601,PORTO ALEGRE,RS,BRASIL,30844299,,M,24/11/2016 02:34:00,
8560,254,BELLKEY,BELLKEY,05850899000155,A,GAL SALVADOR PINEHRIO,917,,VILA JARDIM,94520-080,PORTO ALEGRE,RS,BRASIL,5133432003,cosmsul@cosmsul.com.br,M,24/11/2016 02:34:00,
8560,255,EZCOMMERCE SIST INTERNET LTDA,EZCOMMERCE SIST INTERNET LTDA,09006929000100,A,AV. TAQUARA,335,,PETROPOLIS,90460-210,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,256,SPEDS CONTABILIDADE,SPEDS CONTABILIDADE,09278570000112,A,SALVADOR PINHEIRO,917,,VILA JARDIM,91320-240,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,257,CAMICADO HOUSEWARE,CAMICADO HOUSEWARE,03002339001782,A,AV JOAO WALLIG,1800,103/104,PASSO DAREIA,91349-900,PORTO ALEGRE,RS,BRASIL,5132065701,,M,24/11/2016 02:34:00,
8560,258,ESCRITORIO TOTAL,ESCRITORIO TOTAL,56131857000103,A,MINISTRO FERREIRA ALVES,556,,PERDIZES,05009-060,SAO PAULO,SP,BRASIL,,,M,24/11/2016 02:34:00,
8560,259,BELLA FACCIA - BF COSMETICOS,BELLA FACCIA - BF COSMETICOS,02570069000186,A,RUA GUIA LOPES,680,,CENTRO,95020-391,CAXIAS DO SUL,RS,BRASIL,5434191659,bella-faccia@live.com,M,24/11/2016 02:34:00,
8560,260,ILUMITE,ILUMITE,14507554000194,A,MUCK,104,,CENTRO,92010-250,CANOAS,RS,BRASIL,30134786,contato@ilumite.com.br,M,24/11/2016 02:34:00,
8560,261,AB AUTOMACAO COM E SERVS LTDA,AB AUTOMACAO COM E SERVS LTDA,06317603000106,A,VITOR VALPIRINO,91,1ANDAR,ANCHIETA,90200-230,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,262,IJOIA BIJUTERIA LTDA,IJOIA BIJUTERIA LTDA,09284158000105,A,COMENDADOR ABDO SCHAHIN,212,218 CONJ 61,CENTRO,01023-050,SAO PAULO,SP,BRASIL,1133132125,,M,24/11/2016 02:34:00,
8560,263,MAGIC COLOR,MAGIC COLOR,18278391000176,A,RUA EDVINO ANTONIO DEBONI,225,,PORTÃO,81330-600,CURITIBA,PR,BRASIL,4132097354,risch.novo@gmail.com,M,24/11/2016 02:34:00,
8560,264,RUBENS DA SILVA NETO - (DENTAL NETO),RUBENS DA SILVA NETO - (DENTAL NETO),94258233000132,A,AV BRASIL,152,,BARNABE,94150-000,GRAVATAI,RS,BRASIL,85423167,manutec.rs@hotmail.com,M,24/11/2016 02:34:00,
8560,265,NEEZ LOKENZI PAYOT DAGUA NUPIL GOTA,NEEZ LOKENZI PAYOT DAGUA NUPIL GOTA,09634454000199,A,THEODOMIRO DA FONSECA,1001,,FIAO,93020-645,SAO LEOPOLDO,RS,BRASIL,MIRIAN9355473,metropolitana@bdmais.com.br,M,24/11/2016 02:34:00,
8560,266,REGISTRA WEB,REGISTRA WEB,60872504000123,A,RUA JOAO BATINI,11,40,MAINICH,17021-360,BAURU,SP,BRASIL,,,M,24/11/2016 02:34:00,
8560,267,EMUNAH COM DE COSM (VIVAI),EMUNAH COM DE COSM (VIVAI),08682240000125,A,RUA SANTA EUDOXIA,1045,,PARQUE PERUCHE,02533-011,SAO PAULO,SP,BRASIL,38567001,rosiberton@terra.com.br,M,24/11/2016 02:34:00,
8560,268,GLEETZ DIST ( ELLA ),GLEETZ DIST ( ELLA ),21247337000178,A,AV QUEIROZ FILHO,1700,SALA 07 TORRE D,VILA HAMBURGUESA,05319-000,SAO PAULO,SP,BRASIL,1129500067,isermarco@gmail.com,M,24/11/2016 02:34:00,
8560,269,ROGERIO MATOS BARBIERI (BELLA M/TRISKLE),ROGERIO MATOS BARBIERI (BELLA M/TRISKLE),20950152000162,A,AVENIDA GRAVATAI,32,,VERA CRUZ,94090-490,GRAVATAI,RS,BRASIL,5192174174,babieri.barbrs@hotmail.com,M,24/11/2016 02:34:00,
8560,270,MAXFILM PELICULAS,MAXFILM PELICULAS,18964885000104,A,PARA,508,SALA 03,NAVEGANTES,90240-592,PORTO ALEGRE,RS,BRASIL,5130240885,maxfilm@maxfilmpoa.com,M,24/11/2016 02:34:00,
8560,271,SERVETOP ENGENHARIA E SERVIÇO LTDA ME,SERVETOP ENGENHARIA E SERVIÇO LTDA ME,15135434000176,A,RUA EDGAR FRITZ MULLER,609,,RIO BRANCO,92200-610,CANOAS,RS,BRASIL,5130195171,,M,24/11/2016 02:34:00,
8560,272,TRANSPORTES RAPIDO PORTO ALEGRE,TRANSPORTES RAPIDO PORTO ALEGRE,94760162000171,A,JOSE SERAFIM FEDATTO,60,,BORGO,95700-000,BENTO GONCALVES,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,273,AMPLA BRASIL EVENTOS LTDA,AMPLA BRASIL EVENTOS LTDA,00396895003140,A,JULIO DE CASTILHOS,44,10,CENTRO,90030-130,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,274,RVS MOVEIS LTDA,RVS MOVEIS LTDA,10989066000100,A,JOSE DO PATROCINIO,455,,RIO BRANCO,93530-500,NOVO HAMBURGO,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,275,IDEES BUREAU GESTÃO E MARKETING LTDA ME,IDEES BUREAU GESTÃO E MARKETING LTDA ME,06149910000117,A,BARAO DE UBÁ,162,602,BELA VISTA,90450-090,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,276,LOJAS RIACHUELO S/A,LOJAS RIACHUELO S/A,33200056004306,A,AV. TULIO DE ROSE,80,,PASSO DA AREIA,91340-110,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,277,MI 24 IMPRESSÕES DIGITAIS LTDA,MI 24 IMPRESSÕES DIGITAIS LTDA,09392252000188,A,CARLOS GOMES,55,2,AUXILIADORA,90480-003,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,278,LA REPUBLICA MARKETING INTERATIVO LTDA-E,LA REPUBLICA MARKETING INTERATIVO LTDA-E,20392447000160,A,AV. BENTO GONÇALVES,1403,1606,SANTO ANTONIO,90650-002,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,279,FILIZOLA CENTRO DE SERVIÇOS LTDA,FILIZOLA CENTRO DE SERVIÇOS LTDA,94892932000130,A,AV BENTO GOLÇALVES,2873,,PARTENON,90650-790,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,280,GRUPO MAQUINA DE VENDAS INTERNET,GRUPO MAQUINA DE VENDAS INTERNET,13481309019535,A,RUA UM,60,,ALVOREDO II,31360-480,CONTAGEM,MG,BRASIL,,,M,24/11/2016 02:34:00,
8560,281,AMERICANAS.COM,AMERICANAS.COM,00776574000156,A,RUA SACADURA CABRAL,102,,SAUDE,20081-260,RIO DE JANEIRO,RJ,BRASIL,2122066300,,M,24/11/2016 02:34:00,
8560,282,COMERCIAL ELETRICA SÃO PEDRO LTDA,COMERCIAL ELETRICA SÃO PEDRO LTDA,92739382000198,A,AV SÃO PEDRO,1211,1219 E 1223,SAO GERALDO,90230-121,PORTO ALEGRE,RS,BRASIL,5191133889,,M,24/11/2016 02:34:00,
8560,283,STILO SERIGRAFIA LTDA,STILO SERIGRAFIA LTDA,07279188000106,A,RUA SÃO JORGE,387,,VIAMOPOLIS,94470-640,VIAMAO,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,284,AUTOMATECH SISTEMAS DE AUTOMAÇÃO LTDA,AUTOMATECH SISTEMAS DE AUTOMAÇÃO LTDA,03385913000161,A,JOAO INACIO,1110,,NAVEGANTES,90230-181,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,285,CENTHURY ARTES GRAFICAS EDITORA LTDA,CENTHURY ARTES GRAFICAS EDITORA LTDA,93156149000145,A,MONSENHOR FELIPE DIEHL,125,,HUMAITA,90240-150,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,286,PELBRAS BENEFICIAMENTO DE PAPEIS E COM.,PELBRAS BENEFICIAMENTO DE PAPEIS E COM.,94086600000168,A,MARIO MENEGHETTI,22,,PROTASIO ALVES,91260-190,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,287,ZIMYA WEB SOLUÇÕES DIGITAIS LTDA ME,ZIMYA WEB SOLUÇÕES DIGITAIS LTDA ME,15116920000147,A,RUA DA REPUBLICA,493,401,CIDADE BAIXA,90050-350,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,288,NERY E HEBERLE LTDA,NERY E HEBERLE LTDA,10436429000180,A,SAO JOAQUIM,225,,ESTANCIA VELHA,92030-650,CANOAS,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,289,NONUS,NONUS,06159294000185,A,DAS OITICICAS,77,,VILA PARQUE JABAGUARA,04346-090,SAO PAULO,SP,BRASIL,,,M,24/11/2016 02:34:00,
8560,290,TECPEK INDUSTRIA E COMERCIO DE PRODUTOS,TECPEK INDUSTRIA E COMERCIO DE PRODUTOS,06973712000173,A,VANDERLEI COSTA CAMARGO,7,,VILA SAO FRENCISCO,13154-221,HORTOLANDIA,SP,BRASIL,,,M,24/11/2016 02:34:00,
8560,291,DATARECOVER LTDA,DATARECOVER LTDA,10627419000121,A,CARLOS GOMES,141,8º ANDAR - SALA 808,BELA VISTA,90480-000,PORTO ALEGRE,RS,BRASIL,5130195400,CONSULTORIA08@DATARECOVER.COM.BR,M,24/11/2016 02:34:00,
8560,292,SAFEWEB SEGURANÇA DA INFORMAÇÃO,SAFEWEB SEGURANÇA DA INFORMAÇÃO,01579286000174,A,AV ISABEL PRINCESA,828,,SANTANA,90620-000,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,293,FM LOGISTIC DO BRASIL OPERAÇÕES DE LOGIS,FM LOGISTIC DO BRASIL OPERAÇÕES DE LOGIS,02462805000778,A,VIA ANHANGUERA,0,KM 26.421,JARDIM JARAGUA,05275-000,SAO PAULO,SP,BRASIL,,,M,24/11/2016 02:34:00,
8560,294,A.G.NITSKE- TREINAMENTO E CONSULTORIA,A.G.NITSKE- TREINAMENTO E CONSULTORIA,14258478000120,A,FELICISSIMO DE AZEVEDO,716,207,HIGIENOPOLIS,90540-110,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,295,YASUDA MARITIMA SEGUROS,YASUDA MARITIMA SEGUROS,61383493000180,A,CUBATÃO,100,,PARAISO,09390-640,SAO PAULO,SP,BRASIL,,,M,24/11/2016 02:34:00,
8560,296,DOMPEL/(ALTEZ PROF) NÃO USAR,DOMPEL/(ALTEZ PROF) NÃO USAR,53478789087,A,BARÃO DO AMAZONAS,10,,DIAMANTINO,95055-170,CAXIAS DO SUL,RS,BRASIL,5437336470,tatiana@dompel.com,M,24/11/2016 02:34:00,
8560,297,TAM WORKS TECNOLOGIA E INFORMATICA,TAM WORKS TECNOLOGIA E INFORMATICA,13691391000180,A,MARANHÃO,1345,302,FUNCIONARIO,30150-331,BELO HORIZONTE,MG,BRASIL,,,M,24/11/2016 02:34:00,
8560,298,PRECIFICA TECNOLOGIA DA INFORMAÇÃO LTDA,PRECIFICA TECNOLOGIA DA INFORMAÇÃO LTDA,17236864000100,A,AV. ENGENHEIRO LUIS CARLOS BERRINI,828,9 ANDAR CONJ 92,ITAIM BIBI,04571-000,SAO PAULO,SP,BRASIL,,,M,24/11/2016 02:34:00,
8560,299,LEROY MERLIN CIA BRASILEIRA DE BRICOLAGE,LEROY MERLIN CIA BRASILEIRA DE BRICOLAGE,01438784002060,A,AV SERTORIO,6767,,SARANDI,91110-581,PORTO ALEGRE,RS,BRASIL,5140205376,,M,24/11/2016 02:34:00,
8560,300,FASE E NEUTRO SERVIÇOS EM ELETRICIDADE,FASE E NEUTRO SERVIÇOS EM ELETRICIDADE,11200618000111,A,SOBRADINHO,0,,PASSO DA AREIA,90520-500,PORTO ALEGRE,RS,BRASIL,34903117,flaviorau@bol.com.br,M,24/11/2016 02:34:00,
8560,301,REI DO ARMARINHO (AGULHA),REI DO ARMARINHO (AGULHA),60627429000135,A,CAVALHEIRO BASILIO JAFET,99,,CENTRO,01022-020,SAO PAULO,SP,BRASIL,,,M,24/11/2016 02:34:00,
8560,302,FERRAMENTAS GERAIS,FERRAMENTAS GERAIS,92664028000141,A,VOLUNTARIOS DA PATRIA,3223,,SAO GERALDO,90320-011,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,303,HOERLLE REPARAÇÃO DE VEICULOS LTDA,HOERLLE REPARAÇÃO DE VEICULOS LTDA,00515002000113,A,PEREIRA PINTO,252,,JD SÃO PEDRO,91040-260,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,304,DANIELA FRASSI EMBALAGENS EIRELI,DANIELA FRASSI EMBALAGENS EIRELI,15511938000143,A,BAIA DAS GARÇAS,96,,VILA REGENTE FEIJO,03344-070,SAO PAULO,SP,BRASIL,,,M,24/11/2016 02:34:00,
8560,305,MULTIFRE CORRETORA DE SEGS LTDA,MULTIFRE CORRETORA DE SEGS LTDA,05805878000118,A,PRAÇA PEREIRA PAROBÉ,130,1003,CENTRO,90030-170,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,306,AD ELEVADORES ESPECIAIS LTDA,AD ELEVADORES ESPECIAIS LTDA,01620173000175,A,RUA ABILIO AZAMBUJA PROF,78,,PETROPOLIS,91410-130,PORTO ALEGRE,RS,BRASIL,33349810,,M,24/11/2016 02:34:00,
8560,307,BRASITECH GAMA SP,BRASITECH GAMA SP,07293118000285,A,CIPRIANO BARATA,1645,,IPIRANGA,04205-001,SAO PAULO,SP,BRASIL,,leandro@lrrepresentacoes.com.br,M,24/11/2016 02:34:00,
8560,308,ARCOM S/A,ARCOM S/A,25769266002178,A,PINHEIROS,423,LOT VIA SUL,PLANALTINA,99070-972,PASSO FUNDO,RS,BRASIL,,guilherme.arcom@gmail.com,M,24/11/2016 02:34:00,
8560,309,CMT COMERCIO DE MATERIAIS MATTEL,CMT COMERCIO DE MATERIAIS MATTEL,07076363000150,A,AV PERNAMBUCO,162,,NAVEGANTES,90240-000,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,310,ANITA,ANITA,17853470000109,A,RUA SARGENTO AGOSTINHO FERREIRA,233,,VILA MARIA ALTA,02129-000,SAO PAULO,SP,BRASIL,,bertonvendas@terra.com.br,M,24/11/2016 02:34:00,
8560,311,BUSINESS BEAUTY TREINAMENTO EMPRESARIAL,BUSINESS BEAUTY TREINAMENTO EMPRESARIAL,21733722000125,A,ALVARO GUTERRES,335,507,TRISTEZA,91920-010,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,312,MAIS GAS,MAIS GAS,01898138000112,A,SENADOR SALGADO FILHO,44676,,DOM FELICIANO,94430-000,VIAMAO,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,313,STEFEL SUPRIMENTOS DE INFORMATICA LTDA,STEFEL SUPRIMENTOS DE INFORMATICA LTDA,19436529000180,A,MARCILIO DIAS,1435,,MENINO DEUS,90130-001,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,314,PRETA GIL,PRETA GIL,10858094000198,A,RUA LUIZ CARRARO,125,,STA TEREZINHA,95720-000,GARIBALDI,RS,BRASIL,5434641070,joelmavieira-rs@hotmail.com,M,24/11/2016 02:34:00,
8560,315,BUD COM. ELETROM. LTDA,BUD COM. ELETROM. LTDA,62058318000695,A,DONA FRANCISCA,7200,,ZONA INDUSTRIAL,89219-900,JOINVILLE,SC,BRASIL,,,M,24/11/2016 02:34:00,
8560,316,NOSCHANG ARTES GRAFICAS LTDA,NOSCHANG ARTES GRAFICAS LTDA,07027856000108,A,FERNANDES BASTOS,5600,,CENTRO,95590-000,TRAMANDAI,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,317,REFECTOCIL,REFECTOCIL,05523151000148,A,SRTVS QUADRA 701 CONJ L BLOCO II - ED ASSIS CHATEAUBRIAND,701,SALA 531,ASA SUL,70340-000,BRASILIA,DF,BRASIL,6132251135,comercial@refectocil.com.br,M,24/11/2016 02:34:00,
8560,318,MAQUISUL,MAQUISUL,73424145000193,A,BEURUTE,247,,NAVEGANTES,90240-080,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,319,CADIVEU,CADIVEU,05110786000113,A,RUA BUARQUE DE MACEDO,748,401,SAO GERALDO,90230-902,PORTO ALEGRE,RS,BRASIL,5132685475,brunobedmkt@gmail.com,M,24/11/2016 02:34:00,
8560,320,VISUAL MAIS IND. COM. DE CERAS DEPILATOR,VISUAL MAIS IND. COM. DE CERAS DEPILATOR,10286588000145,A,ARLINDO GOMES RODRIGUES,1747,,SANTA MONICA,38408-264,UBERLANDIA,MG,BRASIL,99831508,carretossilva@hotmail.com,M,24/11/2016 02:34:00,
8560,321,LOLA - SAMPA COSM,LOLA - SAMPA COSM,22177529000118,A,RUA EDVINO ANTONIO DEBONI,225,GALPAO 5,FAZENDINHA,81330-600,CURITIBA,PR,BRASIL,4130887469,risch.novo@gmail.com,M,24/11/2016 02:34:00,
8560,322,SEM PARAR,SEM PARAR,04088208000165,A,MINAS BOGASIAN,253,,CENTRO,06013-010,OSASCO,SP,BRASIL,,,M,24/11/2016 02:34:00,
8560,323,DEEFENSE CORRETORA DE SEGUROS LTDA,DEEFENSE CORRETORA DE SEGUROS LTDA,19094118000154,A,PASSO DO CAI,510,,CALIFORNIA,92480-000,NOVA SANTA RITA,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,324,LUIS LANDER DE ALMEIDA MARQUES,LUIS LANDER DE ALMEIDA MARQUES,21787893000137,A,PRIMAVERA,1695,,RIO BRANCO,92200-300,CANOAS,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,325,MACIL MATERIAL ASSIST. C/ INCENDIO LTDA,MACIL MATERIAL ASSIST. C/ INCENDIO LTDA,89271373000100,A,ARNO KAPPEL,105,,NAVEGANTES,90245-100,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,326,TIVIT TERCEIRIZAÇÃO DE PROCESSOS SERVIÇO,TIVIT TERCEIRIZAÇÃO DE PROCESSOS SERVIÇO,07073027003926,A,JOSE PARIS,675,PAVILÃO 04,SARANDI,91140-310,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,327,CELULAR SUL COMERCIO E SERVIÇOS LTDA,CELULAR SUL COMERCIO E SERVIÇOS LTDA,09576415000182,A,AV CAVALHADA,2593,,CAVALHADA,91740-001,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,328,SULSISTEM,SULSISTEM,94474152000170,A,VINTE DE SETEMBRO,325,,AZENHA,90130-090,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,329,FERREIRA IMOVEIS LTDA (IMOBILIARIA LJ17),FERREIRA IMOVEIS LTDA (IMOBILIARIA LJ17),07757788000124,A,AV PALMEIRA,27,2661,PETROPOLIS,90470-300,PORTO ALEGRE,RS,BRASIL,5133387800,,M,24/11/2016 02:34:00,
8560,330,LUNIZ COSM LTDA - KAYOAH,LUNIZ COSM LTDA - KAYOAH,09155178000186,A,RUA COIMBRA,521,,VILA ELISA,14075-450,RIBEIRAO PRETO,SP,BRASIL,,aronnaecordeiro@terra.com.br,M,24/11/2016 02:34:00,
8560,331,KABUM,KABUM,05570714000159,A,CASTANHEIRA,376,,CENRO INDUATRIAL LIMEIRA,13481-149,LIMEIRA,SP,BRASIL,,,M,24/11/2016 02:34:00,
8560,332,A. L. DE OLIVEIRA LOPES (LE CHARMES),A. L. DE OLIVEIRA LOPES (LE CHARMES),15453397000144,A,RUA MINAS GERAIS,746,SL 01,OSORIO LOPES,95500-000,SANTO ANTONIO DA PATRULHA,RS,BRASIL,5136625379,jvaldirpadua@gmail.com,M,24/11/2016 02:34:00,
8560,333,YOU CARE,YOU CARE,16811799000136,A,AVENIDA COMENDADOR DANTE CARRARO,1003,,CIDADE ARISTON ESTELA ZEV,06396-000,CARAPICUIBA,SP,BRASIL,1142027706,,M,24/11/2016 02:34:00,
8560,334,SUSTENTARE CORRETORA E ADMINISTRADORA DE,SUSTENTARE CORRETORA E ADMINISTRADORA DE,06174253000591,A,PC XV DE NOVEMBRO,66,CONJ1005,CENTRO,90020-080,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,335,ILHA SOLUÇÕES TECNICAS,ILHA SOLUÇÕES TECNICAS,13733524000133,A,GRAVATAI,636,,IMBUHY,09390-640,CACHOEIRINHA,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,336,LAVANDERIA,LAVANDERIA,14991027000106,A,BORGES DE MEDEIROS,784,,CENTRO,90020-025,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,337,PRESTADORA DE SERVIÇO SOBIESKI,PRESTADORA DE SERVIÇO SOBIESKI,10313954000108,A,EDUARDO GERHARD,245,,JADIM CARVALHO,91430-080,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,338,BELSHOP 16 - URUGUAI,BELSHOP 16 - URUGUAI,03772229000647,A,URUGUAI,303,,CENTRO,90010-140,PORTO ALEGRE,RS,BRASIL,,uruguai@lojasbelshop.com.br,M,24/11/2016 02:34:00,
8560,339,BELSHOP 11- CANOAS,BELSHOP 11- CANOAS,03772229000302,A,FIORAVANTE MILANEZ,148,,CENTRO,92010-240,CANOAS,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,340,LUPA COMUNICAÇÃO VISUAL LTDA,LUPA COMUNICAÇÃO VISUAL LTDA,06222824000192,A,RUA LUIZ DE CAMPOS,27,,SARANDI,91120-410,PORTO ALEGRE,RS,BRASIL,30195020,,M,24/11/2016 02:34:00,
8560,341,EPX ILUMINAÇÃO EIRELI - EPP,EPX ILUMINAÇÃO EIRELI - EPP,15193129000130,A,SAO PEDRO,1201,"LOJA 01,02",SÃO GERALDO,90230-122,PORTO ALEGRE,RS,BRASIL,5130129129,,M,24/11/2016 02:34:00,
8560,342,DOCE PELICULA  (LUDURANA),DOCE PELICULA  (LUDURANA),20828556000188,A,RUA PROF RUBENS GOTUZZO MOREIRA,3050,CONJUNTO PAAR,TRES VENDAS,96072-090,PELOTAS,RS,BRASIL,5381048920,docepelicula@gmail.com  /  dibadist@terra.com.br,M,24/11/2016 02:34:00,
8560,343,OIKOS COSMÉTICOS,OIKOS COSMÉTICOS,02657852000181,A,AV CASTRO ALVES,1701,,POLON,15507-000,MARILIA,SP,BRASIL,1434171086,karen.e.muller@gmail.com/ financeiro@oikoscosmetic,M,24/11/2016 02:34:00,
8560,344,BELSHOP 10 - GRAVATAI,BELSHOP 10 - GRAVATAI,03772229001023,A,JOSE LOUREIRO DA SILVA,1544,,CENTRO,94010-000,GRAVATAI,RS,BRASIL,5134843051,,M,24/11/2016 02:34:00,
8560,345,BELSHOP 15 - MOSTARDEIRO,BELSHOP 15 - MOSTARDEIRO,03772229000566,A,MOSTARDEIRO,12,LOJA 2,MOINHOS DE VENTO,90430-020,PORTO ALEGRE,RS,BRASIL,5130134537,,M,24/11/2016 02:34:00,
8560,346,BELSHOP 07 - MARECHAL,BELSHOP 07 - MARECHAL,03772229000728,A,MARECHAL FLORIANO PEIXOTO,151,,CENTRO,90020-061,PORTO ALEGRE,RS,BRASIL,5130131113,,M,24/11/2016 02:34:00,
8560,347,BELSHOP 08- WENCESLAU,BELSHOP 08- WENCESLAU,05110757000151,A,WENCESLAU ESCOBAR,2801,,TRISTEZA,91900-000,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,348,BELSHOP 09 - OSWALDO,BELSHOP 09 - OSWALDO,03772229000990,A,OSWALDO ARANHA,1390,,BOM FIM,90035-191,PORTO ALEGRE,RS,BRASIL,5130725505,,M,24/11/2016 02:34:00,
8560,349,BELSHOP 05 - SALGADO,BELSHOP 05 - SALGADO,03772229001104,A,SALGADO FILHO,86,,CENTRO,90010-220,PORTO ALEGRE,RS,BRASIL,5130199547,,M,24/11/2016 02:34:00,
8560,350,BELSHOP 13- CACHOEIRINHA,BELSHOP 13- CACHOEIRINHA,03772229001295,A,GENERAL FLORES DA CUNHA,1325,LOJA A,VILA BOM PRINCIPIO,94950-001,CACHOEIRINHA,RS,BRASIL,5134413843,,M,24/11/2016 02:34:00,
8560,351,BELSHOP 12 - VIAMÃO,BELSHOP 12 - VIAMÃO,03772229000485,A,CORONEL MARCOS DE ANDRADE,471,,CENTRO,94410-050,VIAMAO,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,352,INDUSTRIA GRAFICA LIBARDI LTDA -ME,INDUSTRIA GRAFICA LIBARDI LTDA -ME,08004044000100,A,RUA DO PARQUE,160,,SÃO GERALDO,90230-200,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,353,GLOBAL DISTRIBUIÇÃO DE BENS DE CONSUMO,GLOBAL DISTRIBUIÇÃO DE BENS DE CONSUMO,89237911010103,A,AV JOÃO WALLIG,1800,LJ 2220/2221,CHACARA DAS PEDRAS,91349-900,PORTO ALEGRE,RS,BRASIL,35648300,,M,24/11/2016 02:34:00,
8560,354,GRAFAPLAST EMBALAGENS LTDA ME - SACOLAS,GRAFAPLAST EMBALAGENS LTDA ME - SACOLAS,07134878000169,A,LUIZ LAZZARIN,279,,VILA FRANCESA,88817-000,CRICIUMA,SC,BRASIL,4834386500,,M,24/11/2016 02:34:00,
8560,355,SND DISTRIBUIÇÃO DE PRODUTOS DE INFORMAT,SND DISTRIBUIÇÃO DE PRODUTOS DE INFORMAT,02101894000131,A,AV COPACABANA,238,CONJ 2,ALPHAVILLE,06472-001,BARUERI,SP,BRASIL,,fiscal@snd.com.br,M,24/11/2016 02:34:00,
